09:57:35.635694989: Warning Shell history had been deleted or renamed (user=root user_loginuid=-1 type=openat command=bash fd.name=/root/.bash_history name=/root/.bash_history path=<NA> oldpath=<NA> suspicious_johnson (id=a3cce783e592))
10:07:43.868875332: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:43.899878878: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:43.930443903: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:43.961622000: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:43.992658035: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.023435116: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.053782596: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.084828469: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.115679633: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.146094132: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.176990693: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.207988097: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.238559813: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.269184008: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.299474506: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.330139955: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.360851896: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.391737609: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.422164563: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.452531919: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.483776575: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.514150449: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.544512039: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.574965434: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.605624140: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.636169819: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.666603020: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.696883304: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.727160783: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.757627810: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.788106732: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.818518809: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.848998255: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.879380279: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.909802406: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.940301130: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:44.971186037: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.001752742: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.032264789: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.062781111: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.093711242: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.124473224: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.155253832: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.186082701: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.216443140: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.247115121: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.277416402: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.307961730: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.338296656: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.368536265: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.398947905: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.429270752: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.459637850: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.490462531: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.520953117: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.551430178: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.582267242: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.612728897: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.643216453: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.673458431: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.703908564: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.734307916: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.764736475: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.795141793: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.825515821: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.855910539: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.886685704: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.917148312: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.947532977: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:45.977962660: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.008370405: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.038776105: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.069461627: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.100359987: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.130882270: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.161312583: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.191576358: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.221943509: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.252318345: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.282683380: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.313086613: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.343568420: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.374476949: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.405488741: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.436378818: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.466979306: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.498098749: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.528793771: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.559658091: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.590056513: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.620538295: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.651397785: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.682131242: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.712645935: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.743130958: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.773587970: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.804030676: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.834389946: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.865064176: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.895447093: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.925898061: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.956322323: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:46.987212719: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.018069474: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.049144768: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.079760675: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.110816315: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.141472751: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.172116321: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.202811421: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.233277935: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.263739302: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.294903751: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.325410641: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.355927016: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.386893964: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.417458685: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.448573885: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.479940249: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.510517993: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.540927826: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.571468056: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.602674816: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.633315711: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.663852932: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.694385302: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.724874427: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.755348322: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.785854689: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.816763218: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.847497903: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.878306381: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.908760477: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.939742058: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:47.970615485: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.001470590: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.032505527: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.063746513: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.094859232: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.125998199: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.157077293: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.187984148: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.218506478: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.249656675: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.280268194: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.311408589: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.342600279: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.373753949: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.404849900: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.435938571: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.467118088: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.497819008: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.528713162: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.560265039: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.591063702: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.621922557: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.652623604: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.683165086: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
10:07:48.713758384: Error File below / or /root opened for writing (user=root user_loginuid=-1 command=falco --pidfile=/var/run/falco.pid parent=systemd file=/events.txt program=falco container_id=host image=<NA>)
